プロット タイトル: site05_spot014_2020,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 20523064, SEN S/N: 20523064)",カプラー取り外し (LGR S/N: 20523064),カプラー取り付け (LGR S/N: 20523064),ホスト接続 (LGR S/N: 20523064),ファイルの終わり (LGR S/N: 20523064)
548,10/07/19 09:30:00 午前,27.161,,,,
549,10/07/19 10:00:00 午前,27.21,,,,
550,10/07/19 10:30:00 午前,27.235,,,,
551,10/07/19 11:00:00 午前,27.284,,,,
552,10/07/19 11:30:00 午前,27.284,,,,
553,10/07/19 12:00:00 午後,27.284,,,,
554,10/07/19 12:30:00 午後,27.284,,,,
555,10/07/19 01:00:00 午後,27.382,,,,
556,10/07/19 01:30:00 午後,27.554,,,,
557,10/07/19 02:00:00 午後,27.456,,,,
558,10/07/19 02:30:00 午後,27.382,,,,
559,10/07/19 03:00:00 午後,27.358,,,,
560,10/07/19 03:30:00 午後,27.333,,,,
561,10/07/19 04:00:00 午後,27.358,,,,
562,10/07/19 04:30:00 午後,27.456,,,,
563,10/07/19 05:00:00 午後,27.505,,,,
564,10/07/19 05:30:00 午後,27.505,,,,
565,10/07/19 06:00:00 午後,27.505,,,,
566,10/07/19 06:30:00 午後,27.481,,,,
567,10/07/19 07:00:00 午後,27.431,,,,
568,10/07/19 07:30:00 午後,27.308,,,,
569,10/07/19 08:00:00 午後,27.358,,,,
570,10/07/19 08:30:00 午後,27.382,,,,
571,10/07/19 09:00:00 午後,27.382,,,,
572,10/07/19 09:30:00 午後,27.382,,,,
573,10/07/19 10:00:00 午後,27.382,,,,
574,10/07/19 10:30:00 午後,27.382,,,,
575,10/07/19 11:00:00 午後,27.382,,,,
576,10/07/19 11:30:00 午後,27.382,,,,
577,10/08/19 12:00:00 午前,27.358,,,,
578,10/08/19 12:30:00 午前,27.333,,,,
579,10/08/19 01:00:00 午前,27.308,,,,
580,10/08/19 01:30:00 午前,27.308,,,,
581,10/08/19 02:00:00 午前,27.333,,,,
582,10/08/19 02:30:00 午前,27.358,,,,
583,10/08/19 03:00:00 午前,27.333,,,,
584,10/08/19 03:30:00 午前,27.333,,,,
585,10/08/19 04:00:00 午前,27.333,,,,
586,10/08/19 04:30:00 午前,27.308,,,,
587,10/08/19 05:00:00 午前,27.308,,,,
588,10/08/19 05:30:00 午前,27.333,,,,
589,10/08/19 06:00:00 午前,27.333,,,,
590,10/08/19 06:30:00 午前,27.308,,,,
591,10/08/19 07:00:00 午前,27.308,,,,
592,10/08/19 07:30:00 午前,27.308,,,,
593,10/08/19 08:00:00 午前,27.308,,,,
594,10/08/19 08:30:00 午前,27.333,,,,
595,10/08/19 09:00:00 午前,27.358,,,,
596,10/08/19 09:30:00 午前,27.358,,,,
597,10/08/19 10:00:00 午前,27.382,,,,
598,10/08/19 10:30:00 午前,27.407,,,,
599,10/08/19 11:00:00 午前,27.431,,,,
600,10/08/19 11:30:00 午前,27.456,,,,
601,10/08/19 12:00:00 午後,27.481,,,,
602,10/08/19 12:30:00 午後,27.456,,,,
603,10/08/19 01:00:00 午後,27.431,,,,
604,10/08/19 01:30:00 午後,27.431,,,,
605,10/08/19 02:00:00 午後,27.456,,,,
606,10/08/19 02:30:00 午後,27.456,,,,
607,10/08/19 03:00:00 午後,27.456,,,,
608,10/08/19 03:30:00 午後,27.481,,,,
609,10/08/19 04:00:00 午後,27.456,,,,
610,10/08/19 04:30:00 午後,27.456,,,,
611,10/08/19 05:00:00 午後,27.431,,,,
612,10/08/19 05:30:00 午後,27.407,,,,
613,10/08/19 06:00:00 午後,27.382,,,,
614,10/08/19 06:30:00 午後,27.382,,,,
615,10/08/19 07:00:00 午後,27.358,,,,
616,10/08/19 07:30:00 午後,27.308,,,,
617,10/08/19 08:00:00 午後,27.308,,,,
618,10/08/19 08:30:00 午後,27.308,,,,
619,10/08/19 09:00:00 午後,27.284,,,,
620,10/08/19 09:30:00 午後,27.284,,,,
621,10/08/19 10:00:00 午後,27.284,,,,
622,10/08/19 10:30:00 午後,27.259,,,,
623,10/08/19 11:00:00 午後,27.259,,,,
624,10/08/19 11:30:00 午後,27.259,,,,
625,10/09/19 12:00:00 午前,27.235,,,,
626,10/09/19 12:30:00 午前,27.235,,,,
627,10/09/19 01:00:00 午前,27.235,,,,
628,10/09/19 01:30:00 午前,27.21,,,,
629,10/09/19 02:00:00 午前,27.21,,,,
630,10/09/19 02:30:00 午前,27.21,,,,
631,10/09/19 03:00:00 午前,27.186,,,,
632,10/09/19 03:30:00 午前,27.186,,,,
633,10/09/19 04:00:00 午前,27.161,,,,
634,10/09/19 04:30:00 午前,27.136,,,,
635,10/09/19 05:00:00 午前,27.136,,,,
636,10/09/19 05:30:00 午前,27.112,,,,
637,10/09/19 06:00:00 午前,27.112,,,,
638,10/09/19 06:30:00 午前,27.112,,,,
639,10/09/19 07:00:00 午前,27.087,,,,
640,10/09/19 07:30:00 午前,27.087,,,,
641,10/09/19 08:00:00 午前,27.087,,,,
642,10/09/19 08:30:00 午前,27.112,,,,
643,10/09/19 09:00:00 午前,27.112,,,,
644,10/09/19 09:30:00 午前,27.112,,,,
645,10/09/19 10:00:00 午前,27.136,,,,
646,10/09/19 10:30:00 午前,27.136,,,,
647,10/09/19 11:00:00 午前,27.136,,,,
648,10/09/19 11:30:00 午前,27.136,,,,
649,10/09/19 12:00:00 午後,27.136,,,,
650,10/09/19 12:30:00 午後,27.136,,,,
651,10/09/19 01:00:00 午後,27.136,,,,
652,10/09/19 01:30:00 午後,27.136,,,,
653,10/09/19 02:00:00 午後,27.136,,,,
654,10/09/19 02:30:00 午後,27.136,,,,
655,10/09/19 03:00:00 午後,27.136,,,,
656,10/09/19 03:30:00 午後,27.136,,,,
657,10/09/19 04:00:00 午後,27.038,,,,
658,10/09/19 04:30:00 午後,26.989,,,,
659,10/09/19 05:00:00 午後,26.916,,,,
660,10/09/19 05:30:00 午後,26.891,,,,
661,10/09/19 06:00:00 午後,26.867,,,,
662,10/09/19 06:30:00 午後,26.842,,,,
663,10/09/19 07:00:00 午後,26.842,,,,
664,10/09/19 07:30:00 午後,26.842,,,,
665,10/09/19 08:00:00 午後,26.842,,,,
666,10/09/19 08:30:00 午後,26.891,,,,
667,10/09/19 09:00:00 午後,26.94,,,,
668,10/09/19 09:30:00 午後,26.94,,,,
669,10/09/19 10:00:00 午後,26.94,,,,
670,10/09/19 10:30:00 午後,26.94,,,,
671,10/09/19 11:00:00 午後,26.94,,,,
672,10/09/19 11:30:00 午後,26.916,,,,
673,10/10/19 12:00:00 午前,26.94,,,,
674,10/10/19 12:30:00 午前,26.916,,,,
675,10/10/19 01:00:00 午前,26.916,,,,
676,10/10/19 01:30:00 午前,26.916,,,,
677,10/10/19 02:00:00 午前,26.916,,,,
678,10/10/19 02:30:00 午前,26.916,,,,
679,10/10/19 03:00:00 午前,26.916,,,,
680,10/10/19 03:30:00 午前,26.842,,,,
681,10/10/19 04:00:00 午前,26.818,,,,
682,10/10/19 04:30:00 午前,26.793,,,,
683,10/10/19 05:00:00 午前,26.793,,,,
684,10/10/19 05:30:00 午前,26.769,,,,
685,10/10/19 06:00:00 午前,26.744,,,,
686,10/10/19 06:30:00 午前,26.744,,,,
687,10/10/19 07:00:00 午前,26.744,,,,
688,10/10/19 07:30:00 午前,26.744,,,,
689,10/10/19 08:00:00 午前,26.769,,,,
690,10/10/19 08:30:00 午前,26.793,,,,
691,10/10/19 09:00:00 午前,26.842,,,,
692,10/10/19 09:30:00 午前,26.842,,,,
693,10/10/19 10:00:00 午前,26.842,,,,
694,10/10/19 10:30:00 午前,26.867,,,,
695,10/10/19 11:00:00 午前,26.891,,,,
696,10/10/19 11:30:00 午前,26.891,,,,
697,10/10/19 12:00:00 午後,26.891,,,,
698,10/10/19 12:30:00 午後,26.916,,,,
699,10/10/19 01:00:00 午後,26.891,,,,
700,10/10/19 01:30:00 午後,26.891,,,,
701,10/10/19 02:00:00 午後,26.842,,,,
702,10/10/19 02:30:00 午後,26.818,,,,
703,10/10/19 03:00:00 午後,26.744,,,,
704,10/10/19 03:30:00 午後,26.598,,,,
705,10/10/19 04:00:00 午後,26.598,,,,
706,10/10/19 04:30:00 午後,26.524,,,,
707,10/10/19 05:00:00 午後,26.524,,,,
708,10/10/19 05:30:00 午後,26.5,,,,
709,10/10/19 06:00:00 午後,26.549,,,,
710,10/10/19 06:30:00 午後,26.573,,,,
711,10/10/19 07:00:00 午後,26.573,,,,
712,10/10/19 07:30:00 午後,26.549,,,,
713,10/10/19 08:00:00 午後,26.573,,,,
714,10/10/19 08:30:00 午後,26.622,,,,
715,10/10/19 09:00:00 午後,26.622,,,,
716,10/10/19 09:30:00 午後,26.598,,,,
717,10/10/19 10:00:00 午後,26.598,,,,
718,10/10/19 10:30:00 午後,26.598,,,,
719,10/10/19 11:00:00 午後,26.573,,,,
720,10/10/19 11:30:00 午後,26.549,,,,
721,10/11/19 12:00:00 午前,26.549,,,,
722,10/11/19 12:30:00 午前,26.549,,,,
723,10/11/19 01:00:00 午前,26.549,,,,
724,10/11/19 01:30:00 午前,26.549,,,,
725,10/11/19 02:00:00 午前,26.524,,,,
726,10/11/19 02:30:00 午前,26.475,,,,
727,10/11/19 03:00:00 午前,26.451,,,,
728,10/11/19 03:30:00 午前,26.402,,,,
729,10/11/19 04:00:00 午前,26.402,,,,
730,10/11/19 04:30:00 午前,26.329,,,,
731,10/11/19 05:00:00 午前,26.353,,,,
732,10/11/19 05:30:00 午前,26.402,,,,
733,10/11/19 06:00:00 午前,26.402,,,,
734,10/11/19 06:30:00 午前,26.451,,,,
735,10/11/19 07:00:00 午前,26.475,,,,
736,10/11/19 07:30:00 午前,26.451,,,,
737,10/11/19 08:00:00 午前,26.451,,,,
738,10/11/19 08:30:00 午前,26.426,,,,
739,10/11/19 09:00:00 午前,26.451,,,,
740,10/11/19 09:30:00 午前,26.524,,,,
741,10/11/19 10:00:00 午前,26.524,,,,
742,10/11/19 10:30:00 午前,26.549,,,,
743,10/11/19 11:00:00 午前,26.549,,,,
744,10/11/19 11:30:00 午前,26.598,,,,
745,10/11/19 12:00:00 午後,26.598,,,,
746,10/11/19 12:30:00 午後,26.598,,,,
747,10/11/19 01:00:00 午後,26.573,,,,
748,10/11/19 01:30:00 午後,26.573,,,,
749,10/11/19 02:00:00 午後,26.549,,,,
750,10/11/19 02:30:00 午後,26.475,,,,
751,10/11/19 03:00:00 午後,26.426,,,,
752,10/11/19 03:30:00 午後,26.353,,,,
753,10/11/19 04:00:00 午後,26.304,,,,
754,10/11/19 04:30:00 午後,26.207,,,,
755,10/11/19 05:00:00 午後,26.256,,,,
756,10/11/19 05:30:00 午後,26.256,,,,
757,10/11/19 06:00:00 午後,26.304,,,,
758,10/11/19 06:30:00 午後,26.329,,,,
759,10/11/19 07:00:00 午後,26.353,,,,
760,10/11/19 07:30:00 午後,26.353,,,,
761,10/11/19 08:00:00 午後,26.353,,,,
762,10/11/19 08:30:00 午後,26.353,,,,
763,10/11/19 09:00:00 午後,26.329,,,,
764,10/11/19 09:30:00 午後,26.329,,,,
765,10/11/19 10:00:00 午後,26.378,,,,
766,10/11/19 10:30:00 午後,26.426,,,,
767,10/11/19 11:00:00 午後,26.451,,,,
768,10/11/19 11:30:00 午後,26.475,,,,
769,10/12/19 12:00:00 午前,26.5,,,,
770,10/12/19 12:30:00 午前,26.475,,,,
771,10/12/19 01:00:00 午前,26.475,,,,
772,10/12/19 01:30:00 午前,26.451,,,,
773,10/12/19 02:00:00 午前,26.451,,,,
774,10/12/19 02:30:00 午前,26.451,,,,
775,10/12/19 03:00:00 午前,26.426,,,,
776,10/12/19 03:30:00 午前,26.402,,,,
777,10/12/19 04:00:00 午前,26.402,,,,
778,10/12/19 04:30:00 午前,26.378,,,,
779,10/12/19 05:00:00 午前,26.378,,,,
780,10/12/19 05:30:00 午前,26.378,,,,
781,10/12/19 06:00:00 午前,26.353,,,,
782,10/12/19 06:30:00 午前,26.353,,,,
783,10/12/19 07:00:00 午前,26.353,,,,
784,10/12/19 07:30:00 午前,26.353,,,,
785,10/12/19 08:00:00 午前,26.353,,,,
786,10/12/19 08:30:00 午前,26.378,,,,
787,10/12/19 09:00:00 午前,26.378,,,,
788,10/12/19 09:30:00 午前,26.402,,,,
789,10/12/19 10:00:00 午前,26.402,,,,
790,10/12/19 10:30:00 午前,26.426,,,,
791,10/12/19 11:00:00 午前,26.451,,,,
792,10/12/19 11:30:00 午前,26.451,,,,
793,10/12/19 12:00:00 午後,26.451,,,,
794,10/12/19 12:30:00 午後,26.402,,,,
795,10/12/19 01:00:00 午後,26.451,,,,
796,10/12/19 01:30:00 午後,26.451,,,,
797,10/12/19 02:00:00 午後,26.475,,,,
798,10/12/19 02:30:00 午後,26.524,,,,
799,10/12/19 03:00:00 午後,26.549,,,,
800,10/12/19 03:30:00 午後,26.549,,,,
801,10/12/19 04:00:00 午後,26.524,,,,
802,10/12/19 04:30:00 午後,26.5,,,,
803,10/12/19 05:00:00 午後,26.475,,,,
804,10/12/19 05:30:00 午後,26.451,,,,
805,10/12/19 06:00:00 午後,26.451,,,,
806,10/12/19 06:30:00 午後,26.426,,,,
807,10/12/19 07:00:00 午後,26.426,,,,
808,10/12/19 07:30:00 午後,26.426,,,,
809,10/12/19 08:00:00 午後,26.426,,,,
810,10/12/19 08:30:00 午後,26.451,,,,
811,10/12/19 09:00:00 午後,26.451,,,,
812,10/12/19 09:30:00 午後,26.451,,,,
813,10/12/19 10:00:00 午後,26.402,,,,
814,10/12/19 10:30:00 午後,26.378,,,,
815,10/12/19 11:00:00 午後,26.378,,,,
816,10/12/19 11:30:00 午後,26.353,,,,
817,10/13/19 12:00:00 午前,26.353,,,,
818,10/13/19 12:30:00 午前,26.353,,,,
819,10/13/19 01:00:00 午前,26.353,,,,
820,10/13/19 01:30:00 午前,26.329,,,,
821,10/13/19 02:00:00 午前,26.353,,,,
822,10/13/19 02:30:00 午前,26.378,,,,
823,10/13/19 03:00:00 午前,26.378,,,,
824,10/13/19 03:30:00 午前,26.378,,,,
825,10/13/19 04:00:00 午前,26.378,,,,
826,10/13/19 04:30:00 午前,26.353,,,,
827,10/13/19 05:00:00 午前,26.353,,,,
828,10/13/19 05:30:00 午前,26.353,,,,
829,10/13/19 06:00:00 午前,26.353,,,,
830,10/13/19 06:30:00 午前,26.329,,,,
831,10/13/19 07:00:00 午前,26.329,,,,
832,10/13/19 07:30:00 午前,26.329,,,,
833,10/13/19 08:00:00 午前,26.329,,,,
834,10/13/19 08:30:00 午前,26.329,,,,
835,10/13/19 09:00:00 午前,26.353,,,,
836,10/13/19 09:30:00 午前,26.353,,,,
837,10/13/19 10:00:00 午前,26.378,,,,
838,10/13/19 10:30:00 午前,26.402,,,,
839,10/13/19 11:00:00 午前,26.402,,,,
840,10/13/19 11:30:00 午前,26.402,,,,
841,10/13/19 12:00:00 午後,26.402,,,,
842,10/13/19 12:30:00 午後,26.426,,,,
843,10/13/19 01:00:00 午後,26.451,,,,
844,10/13/19 01:30:00 午後,26.451,,,,
845,10/13/19 02:00:00 午後,26.475,,,,
846,10/13/19 02:30:00 午後,26.475,,,,
847,10/13/19 03:00:00 午後,26.475,,,,
848,10/13/19 03:30:00 午後,26.475,,,,
849,10/13/19 04:00:00 午後,26.451,,,,
850,10/13/19 04:30:00 午後,26.451,,,,
851,10/13/19 05:00:00 午後,26.426,,,,
852,10/13/19 05:30:00 午後,26.402,,,,
853,10/13/19 06:00:00 午後,26.402,,,,
854,10/13/19 06:30:00 午後,26.402,,,,
855,10/13/19 07:00:00 午後,26.402,,,,
856,10/13/19 07:30:00 午後,26.402,,,,
857,10/13/19 08:00:00 午後,26.402,,,,
858,10/13/19 08:30:00 午後,26.402,,,,
859,10/13/19 09:00:00 午後,26.402,,,,
860,10/13/19 09:30:00 午後,26.402,,,,
861,10/13/19 10:00:00 午後,26.426,,,,
862,10/13/19 10:30:00 午後,26.426,,,,
863,10/13/19 11:00:00 午後,26.5,,,,
864,10/13/19 11:30:00 午後,26.5,,,,
865,10/14/19 12:00:00 午前,26.5,,,,
866,10/14/19 12:30:00 午前,26.5,,,,
867,10/14/19 01:00:00 午前,26.5,,,,
868,10/14/19 01:30:00 午前,26.5,,,,
869,10/14/19 02:00:00 午前,26.5,,,,
870,10/14/19 02:30:00 午前,26.5,,,,
871,10/14/19 03:00:00 午前,26.5,,,,
872,10/14/19 03:30:00 午前,26.5,,,,
873,10/14/19 04:00:00 午前,26.5,,,,
874,10/14/19 04:30:00 午前,26.5,,,,
875,10/14/19 05:00:00 午前,26.475,,,,
876,10/14/19 05:30:00 午前,26.451,,,,
877,10/14/19 06:00:00 午前,26.451,,,,
878,10/14/19 06:30:00 午前,26.451,,,,
879,10/14/19 07:00:00 午前,26.451,,,,
880,10/14/19 07:30:00 午前,26.451,,,,
881,10/14/19 08:00:00 午前,26.451,,,,
882,10/14/19 08:30:00 午前,26.451,,,,
883,10/14/19 09:00:00 午前,26.475,,,,
884,10/14/19 09:30:00 午前,26.475,,,,
885,10/14/19 10:00:00 午前,26.5,,,,
886,10/14/19 10:30:00 午前,26.5,,,,
887,10/14/19 11:00:00 午前,26.5,,,,
888,10/14/19 11:30:00 午前,26.5,,,,
889,10/14/19 12:00:00 午後,26.573,,,,
890,10/14/19 12:30:00 午後,26.598,,,,
891,10/14/19 01:00:00 午後,26.646,,,,
892,10/14/19 01:30:00 午後,26.646,,,,
893,10/14/19 02:00:00 午後,26.695,,,,
894,10/14/19 02:30:00 午後,26.744,,,,
895,10/14/19 03:00:00 午後,26.72,,,,
896,10/14/19 03:30:00 午後,26.744,,,,
897,10/14/19 04:00:00 午後,26.744,,,,
898,10/14/19 04:30:00 午後,26.744,,,,
899,10/14/19 05:00:00 午後,26.744,,,,
900,10/14/19 05:30:00 午後,26.72,,,,
901,10/14/19 06:00:00 午後,26.695,,,,
902,10/14/19 06:30:00 午後,26.646,,,,
903,10/14/19 07:00:00 午後,26.622,,,,
904,10/14/19 07:30:00 午後,26.622,,,,
905,10/14/19 08:00:00 午後,26.598,,,,
906,10/14/19 08:30:00 午後,26.622,,,,
907,10/14/19 09:00:00 午後,26.622,,,,
908,10/14/19 09:30:00 午後,26.622,,,,
909,10/14/19 10:00:00 午後,26.646,,,,
910,10/14/19 10:30:00 午後,26.646,,,,
911,10/14/19 11:00:00 午後,26.646,,,,
912,10/14/19 11:30:00 午後,26.671,,,,
913,10/15/19 12:00:00 午前,26.671,,,,
914,10/15/19 12:30:00 午前,26.671,,,,
915,10/15/19 01:00:00 午前,26.671,,,,
916,10/15/19 01:30:00 午前,26.598,,,,
917,10/15/19 02:00:00 午前,26.598,,,,
918,10/15/19 02:30:00 午前,26.622,,,,
919,10/15/19 03:00:00 午前,26.622,,,,
920,10/15/19 03:30:00 午前,26.598,,,,
921,10/15/19 04:00:00 午前,26.573,,,,
922,10/15/19 04:30:00 午前,26.549,,,,
923,10/15/19 05:00:00 午前,26.524,,,,
924,10/15/19 05:30:00 午前,26.524,,,,
925,10/15/19 06:00:00 午前,26.426,,,,
926,10/15/19 06:30:00 午前,26.158,,,,
927,10/15/19 07:00:00 午前,26.134,,,,
928,10/15/19 07:30:00 午前,26.109,,,,
929,10/15/19 08:00:00 午前,26.061,,,,
930,10/15/19 08:30:00 午前,26.036,,,,
931,10/15/19 09:00:00 午前,26.061,,,,
932,10/15/19 09:30:00 午前,26.134,,,,
933,10/15/19 10:00:00 午前,26.207,,,,
934,10/15/19 10:30:00 午前,26.182,,,,
935,10/15/19 11:00:00 午前,26.207,,,,
936,10/15/19 11:30:00 午前,26.353,,,,
937,10/15/19 12:00:00 午後,26.353,,,,
938,10/15/19 12:30:00 午後,26.353,,,,
939,10/15/19 01:00:00 午後,26.378,,,,
940,10/15/19 01:30:00 午後,26.378,,,,
941,10/15/19 02:00:00 午後,26.378,,,,
942,10/15/19 02:30:00 午後,26.378,,,,
943,10/15/19 03:00:00 午後,26.353,,,,
944,10/15/19 03:30:00 午後,26.28,,,,
945,10/15/19 04:00:00 午後,26.231,,,,
946,10/15/19 04:30:00 午後,26.182,,,,
947,10/15/19 05:00:00 午後,26.134,,,,
948,10/15/19 05:30:00 午後,26.085,,,,
949,10/15/19 06:00:00 午後,26.085,,,,
950,10/15/19 06:30:00 午後,26.036,,,,
951,10/15/19 07:00:00 午後,25.963,,,,
952,10/15/19 07:30:00 午後,25.939,,,,
953,10/15/19 08:00:00 午後,25.939,,,,
954,10/15/19 08:30:00 午後,25.963,,,,
955,10/15/19 09:00:00 午後,25.987,,,,
956,10/15/19 09:30:00 午後,25.987,,,,
957,10/15/19 10:00:00 午後,26.012,,,,
958,10/15/19 10:30:00 午後,26.085,,,,
959,10/15/19 11:00:00 午後,26.085,,,,
960,10/15/19 11:30:00 午後,26.109,,,,
961,10/16/19 12:00:00 午前,26.085,,,,
962,10/16/19 12:30:00 午前,26.085,,,,
963,10/16/19 01:00:00 午前,26.109,,,,
964,10/16/19 01:30:00 午前,26.304,,,,
965,10/16/19 02:00:00 午前,26.304,,,,
966,10/16/19 02:30:00 午前,26.329,,,,
967,10/16/19 03:00:00 午前,26.353,,,,
968,10/16/19 03:30:00 午前,26.353,,,,
969,10/16/19 04:00:00 午前,26.353,,,,
970,10/16/19 04:30:00 午前,26.353,,,,
971,10/16/19 05:00:00 午前,26.353,,,,
972,10/16/19 05:30:00 午前,26.353,,,,
973,10/16/19 06:00:00 午前,26.329,,,,
974,10/16/19 06:30:00 午前,26.329,,,,
975,10/16/19 07:00:00 午前,26.329,,,,
976,10/16/19 07:30:00 午前,26.329,,,,
977,10/16/19 08:00:00 午前,26.329,,,,
978,10/16/19 08:30:00 午前,26.329,,,,
979,10/16/19 09:00:00 午前,26.353,,,,
980,10/16/19 09:30:00 午前,26.353,,,,
981,10/16/19 10:00:00 午前,26.353,,,,
982,10/16/19 10:30:00 午前,26.378,,,,
983,10/16/19 11:00:00 午前,26.378,,,,
984,10/16/19 11:30:00 午前,26.426,,,,
985,10/16/19 12:00:00 午後,26.451,,,,
986,10/16/19 12:30:00 午後,26.451,,,,
987,10/16/19 01:00:00 午後,26.426,,,,
988,10/16/19 01:30:00 午後,26.475,,,,
989,10/16/19 02:00:00 午後,26.5,,,,
990,10/16/19 02:30:00 午後,26.549,,,,
991,10/16/19 03:00:00 午後,26.524,,,,
992,10/16/19 03:30:00 午後,26.524,,,,
993,10/16/19 04:00:00 午後,26.598,,,,
994,10/16/19 04:30:00 午後,26.549,,,,
995,10/16/19 05:00:00 午後,26.549,,,,
996,10/16/19 05:30:00 午後,26.549,,,,
997,10/16/19 06:00:00 午後,26.5,,,,
998,10/16/19 06:30:00 午後,26.5,,,,
999,10/16/19 07:00:00 午後,26.475,,,,
1000,10/16/19 07:30:00 午後,26.475,,,,
1001,10/16/19 08:00:00 午後,26.475,,,,
1002,10/16/19 08:30:00 午後,26.5,,,,
1003,10/16/19 09:00:00 午後,26.524,,,,
1004,10/16/19 09:30:00 午後,26.524,,,,
1005,10/16/19 10:00:00 午後,26.524,,,,
1006,10/16/19 10:30:00 午後,26.524,,,,
1007,10/16/19 11:00:00 午後,26.524,,,,
1008,10/16/19 11:30:00 午後,26.524,,,,
1009,10/17/19 12:00:00 午前,26.5,,,,
1010,10/17/19 12:30:00 午前,26.475,,,,
1011,10/17/19 01:00:00 午前,26.451,,,,
1012,10/17/19 01:30:00 午前,26.426,,,,
1013,10/17/19 02:00:00 午前,26.402,,,,
1014,10/17/19 02:30:00 午前,26.378,,,,
1015,10/17/19 03:00:00 午前,26.378,,,,
1016,10/17/19 03:30:00 午前,26.402,,,,
1017,10/17/19 04:00:00 午前,26.402,,,,
1018,10/17/19 04:30:00 午前,26.378,,,,
1019,10/17/19 05:00:00 午前,26.378,,,,
1020,10/17/19 05:30:00 午前,26.378,,,,
1021,10/17/19 06:00:00 午前,26.378,,,,
1022,10/17/19 06:30:00 午前,26.402,,,,
1023,10/17/19 07:00:00 午前,26.402,,,,
1024,10/17/19 07:30:00 午前,26.378,,,,
1025,10/17/19 08:00:00 午前,26.378,,,,
1026,10/17/19 08:30:00 午前,26.402,,,,
1027,10/17/19 09:00:00 午前,26.402,,,,
1028,10/17/19 09:30:00 午前,26.426,,,,
1029,10/17/19 10:00:00 午前,26.426,,,,
1030,10/17/19 10:30:00 午前,26.451,,,,
1031,10/17/19 11:00:00 午前,26.475,,,,
1032,10/17/19 11:30:00 午前,26.475,,,,
1033,10/17/19 12:00:00 午後,26.5,,,,
1034,10/17/19 12:30:00 午後,26.524,,,,
1035,10/17/19 01:00:00 午後,26.549,,,,
1036,10/17/19 01:30:00 午後,26.549,,,,
1037,10/17/19 02:00:00 午後,26.524,,,,
1038,10/17/19 02:30:00 午後,26.426,,,,
1039,10/17/19 03:00:00 午後,26.549,,,,
1040,10/17/19 03:30:00 午後,26.573,,,,
1041,10/17/19 04:00:00 午後,26.598,,,,
1042,10/17/19 04:30:00 午後,26.598,,,,
1043,10/17/19 05:00:00 午後,26.573,,,,
1044,10/17/19 05:30:00 午後,26.549,,,,
1045,10/17/19 06:00:00 午後,26.5,,,,
1046,10/17/19 06:30:00 午後,26.475,,,,
1047,10/17/19 07:00:00 午後,26.475,,,,
1048,10/17/19 07:30:00 午後,26.5,,,,
1049,10/17/19 08:00:00 午後,26.524,,,,
1050,10/17/19 08:30:00 午後,26.524,,,,
1051,10/17/19 09:00:00 午後,26.5,,,,
1052,10/17/19 09:30:00 午後,26.475,,,,
1053,10/17/19 10:00:00 午後,26.426,,,,
1054,10/17/19 10:30:00 午後,26.475,,,,
1055,10/17/19 11:00:00 午後,26.5,,,,
1056,10/17/19 11:30:00 午後,26.5,,,,
1057,10/18/19 12:00:00 午前,26.524,,,,
1058,10/18/19 12:30:00 午前,26.524,,,,
1059,10/18/19 01:00:00 午前,26.549,,,,
1060,10/18/19 01:30:00 午前,26.231,,,,
1061,10/18/19 02:00:00 午前,26.598,,,,
1062,10/18/19 02:30:00 午前,26.671,,,,
1063,10/18/19 03:00:00 午前,26.646,,,,
1064,10/18/19 03:30:00 午前,26.646,,,,
1065,10/18/19 04:00:00 午前,26.646,,,,
1066,10/18/19 04:30:00 午前,26.646,,,,
1067,10/18/19 05:00:00 午前,26.622,,,,
1068,10/18/19 05:30:00 午前,26.573,,,,
1069,10/18/19 06:00:00 午前,26.5,,,,
1070,10/18/19 06:30:00 午前,26.5,,,,
1071,10/18/19 07:00:00 午前,26.475,,,,
1072,10/18/19 07:30:00 午前,26.5,,,,
1073,10/18/19 08:00:00 午前,26.5,,,,
1074,10/18/19 08:30:00 午前,26.5,,,,
1075,10/18/19 09:00:00 午前,26.5,,,,
1076,10/18/19 09:30:00 午前,26.5,,,,
1077,10/18/19 10:00:00 午前,26.573,,,,
1078,10/18/19 10:30:00 午前,26.573,,,,
1079,10/18/19 11:00:00 午前,26.622,,,,
1080,10/18/19 11:30:00 午前,26.646,,,,
1081,10/18/19 12:00:00 午後,26.671,,,,
1082,10/18/19 12:30:00 午後,26.573,,,,
1083,10/18/19 01:00:00 午後,26.646,,,,
1084,10/18/19 01:30:00 午後,26.646,,,,
1085,10/18/19 02:00:00 午後,26.573,,,,
1086,10/18/19 02:30:00 午後,26.573,,,,
1087,10/18/19 03:00:00 午後,26.891,,,,
1088,10/18/19 03:30:00 午後,26.867,,,,
1089,10/18/19 04:00:00 午後,26.72,,,,
1090,10/18/19 04:30:00 午後,26.744,,,,
1091,10/18/19 05:00:00 午後,26.744,,,,
1092,10/18/19 05:30:00 午後,26.769,,,,
1093,10/18/19 06:00:00 午後,26.744,,,,
1094,10/18/19 06:30:00 午後,26.769,,,,
1095,10/18/19 07:00:00 午後,26.818,,,,
1096,10/18/19 07:30:00 午後,26.793,,,,
